@relation 'HFE-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R732-738_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.999-A3-M-1_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A184-N1000-T1.0E-4'

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute Source_8 numeric
@attribute Source_9 numeric
@attribute Source_10 numeric
@attribute Source_11 numeric
@attribute Source_12 numeric
@attribute Source_13 numeric
@attribute Source_14 numeric
@attribute Source_15 numeric
@attribute Source_16 numeric
@attribute Source_17 numeric
@attribute Source_18 numeric
@attribute Source_19 numeric
@attribute Source_20 numeric
@attribute Source_21 numeric
@attribute Source_22 numeric
@attribute Source_23 numeric
@attribute Source_24 numeric
@attribute Source_25 numeric
@attribute Source_26 numeric
@attribute Source_27 numeric
@attribute Source_28 numeric
@attribute Source_29 numeric
@attribute Source_30 numeric
@attribute Source_31 numeric
@attribute Source_32 numeric
@attribute Source_33 numeric
@attribute Source_34 numeric
@attribute Source_35 numeric
@attribute Source_36 numeric
@attribute Source_37 numeric
@attribute Source_38 numeric
@attribute Source_39 numeric
@attribute Source_40 numeric
@attribute Source_41 numeric
@attribute Source_42 numeric
@attribute Source_43 numeric
@attribute Source_44 numeric
@attribute Source_45 numeric
@attribute Source_46 numeric
@attribute Source_47 numeric
@attribute Source_48 numeric
@attribute Source_49 numeric
@attribute Source_50 numeric
@attribute Source_51 numeric
@attribute Source_52 numeric
@attribute Source_53 numeric
@attribute Source_54 numeric
@attribute Source_55 numeric
@attribute Source_56 numeric
@attribute Source_57 numeric
@attribute Source_58 numeric
@attribute Source_59 numeric
@attribute Source_60 numeric
@attribute Source_61 numeric
@attribute Source_62 numeric
@attribute Source_63 numeric
@attribute Source_64 numeric
@attribute Source_65 numeric
@attribute Source_66 numeric
@attribute Source_67 numeric
@attribute Source_68 numeric
@attribute Source_69 numeric
@attribute Source_70 numeric
@attribute Source_71 numeric
@attribute Source_72 numeric
@attribute Source_73 numeric
@attribute Source_74 numeric
@attribute Source_75 numeric
@attribute Source_76 numeric
@attribute Source_77 numeric
@attribute Source_78 numeric
@attribute Source_79 numeric
@attribute Source_80 numeric
@attribute Source_81 numeric
@attribute Source_82 numeric
@attribute Source_83 numeric
@attribute Source_84 numeric
@attribute Source_85 numeric
@attribute Source_86 numeric
@attribute Source_87 numeric
@attribute Source_88 numeric
@attribute Source_89 numeric
@attribute Source_90 numeric
@attribute Source_91 numeric
@attribute Source_92 numeric
@attribute Source_93 numeric
@attribute Source_94 numeric
@attribute Source_95 numeric
@attribute Source_96 numeric
@attribute Source_97 numeric
@attribute Source_98 numeric
@attribute Source_99 numeric
@attribute Source_100 numeric
@attribute Source_101 numeric
@attribute Source_102 numeric
@attribute Source_103 numeric
@attribute Source_104 numeric
@attribute Source_105 numeric
@attribute Source_106 numeric
@attribute Source_107 numeric
@attribute Source_108 numeric
@attribute Source_109 numeric
@attribute Source_110 numeric
@attribute Source_111 numeric
@attribute Source_112 numeric
@attribute Source_113 numeric
@attribute Source_114 numeric
@attribute Source_115 numeric
@attribute Source_116 numeric
@attribute Source_117 numeric
@attribute Source_118 numeric
@attribute Source_119 numeric
@attribute Source_120 numeric
@attribute Source_121 numeric
@attribute Source_122 numeric
@attribute Source_123 numeric
@attribute Source_124 numeric
@attribute Source_125 numeric
@attribute Source_126 numeric
@attribute Source_127 numeric
@attribute Source_128 numeric
@attribute Source_129 numeric
@attribute Source_130 numeric
@attribute Source_131 numeric
@attribute Source_132 numeric
@attribute Source_133 numeric
@attribute Source_134 numeric
@attribute Source_135 numeric
@attribute Source_136 numeric
@attribute Source_137 numeric
@attribute Source_138 numeric
@attribute Source_139 numeric
@attribute Source_140 numeric
@attribute Source_141 numeric
@attribute Source_142 numeric
@attribute Source_143 numeric
@attribute Source_144 numeric
@attribute Source_145 numeric
@attribute Source_146 numeric
@attribute Source_147 numeric
@attribute Source_148 numeric
@attribute Source_149 numeric
@attribute Source_150 numeric
@attribute Source_151 numeric
@attribute Source_152 numeric
@attribute Source_153 numeric
@attribute Source_154 numeric
@attribute Source_155 numeric
@attribute Source_156 numeric
@attribute Source_157 numeric
@attribute Source_158 numeric
@attribute Source_159 numeric
@attribute Source_160 numeric
@attribute Source_161 numeric
@attribute Source_162 numeric
@attribute Source_163 numeric
@attribute Source_164 numeric
@attribute Source_165 numeric
@attribute Source_166 numeric
@attribute Source_167 numeric
@attribute Source_168 numeric
@attribute Source_169 numeric
@attribute Source_170 numeric
@attribute Source_171 numeric
@attribute Source_172 numeric
@attribute Source_173 numeric
@attribute Source_174 numeric
@attribute Source_175 numeric
@attribute Source_176 numeric
@attribute Source_177 numeric
@attribute Source_178 numeric
@attribute Source_179 numeric
@attribute Source_180 numeric
@attribute Source_181 numeric
@attribute Source_182 numeric
@attribute Class {Insoluble,Soluble}

@data
-0.051797,-0.107051,0.060769,0.001714,0.017135,-0.048624,-0.03801,-0.062153,0.012638,-0.068169,-0.066526,0.082206,-0.14296,0.0246,-0.034413,0.089628,0.062143,-0.009048,-0.004574,0.041466,-0.111362,0.003499,-0.128706,-0.036739,-0.057119,-0.047032,0.025793,0.055312,0.092573,-0.030757,-0.018354,-0.034104,0.049385,-0.049612,0.0704,-0.043728,-0.077289,0.040824,0.007776,0.03506,-0.034378,0.081585,-0.003882,0.009149,0.006948,0.025269,0.007362,0.039844,0.040283,-0.017271,-0.027486,-0.033636,-0.035167,0.068354,-0.03703,0.005019,0.075253,0.080573,0.009348,0.009501,-0.037269,-0.059363,-0.047106,-0.075797,0.071554,0.001281,-0.17276,0.014567,0.06802,0.014867,0.008068,-0.018436,-0.048456,0.147795,-0.008899,0.082065,0.035139,-0.050935,0.020663,-0.003681,-0.023997,0.006763,0.03366,0.037311,0.042298,-0.133274,-0.035616,0.090742,-0.052786,0.147118,-0.064199,-0.04516,-0.043197,-0.003667,-0.061498,0.064302,-0.018712,-0.049995,-0.002503,0.064437,0.052772,-0.037119,0.059382,0.112962,-0.033051,0.068946,-0.052433,-0.040265,-0.007672,-0.046952,0.003368,0.076936,-0.029012,-0.039269,0.009389,0.048133,0.106121,-0.01994,-0.050004,-0.034151,0.033022,-0.023354,-0.102557,0.026231,-0.014628,-0.099826,-0.033354,-0.014092,-0.026955,-0.077268,-0.143616,-0.020556,-0.015448,-0.055645,0.077032,0.01986,0.057745,-0.090983,0.116769,0.060518,0.004884,-0.086898,-0.018668,0.039101,0.011538,0.0506,0.030922,-0.02945,-0.039505,0.027499,-0.007342,-0.03945,-0.009397,-0.006092,-0.017824,-0.017476,0.000393,0.009507,0.005602,-0.035959,0.043002,-0.016382,-0.016404,-0.04702,-0.088616,0.035457,0.089966,0.06093,0.108739,0.014026,0.079753,0.022155,-0.089269,-0.068921,0.052185,-0.033165,0.043432,-0.067024,-0.0199,-0.094152,-0.143396,-0.026764,0.037836,Soluble
0.051177,-0.092291,0.048392,-0.01637,-0.032884,0.041459,-0.022854,-0.008323,-0.043697,0.069569,-0.062676,0.04615,-0.037993,-0.048066,-0.069384,0.019556,-0.104098,-0.072583,0.008368,0.038763,-0.049209,0.001082,-0.038277,0.006867,0.009336,-0.042165,0.030138,-0.074106,0.038327,-0.030843,-0.081945,0.007635,0.075556,-0.025123,-0.010786,0.00398,-0.059229,-0.020701,-0.018177,-0.062112,0.000202,-0.000861,-0.024349,0.001611,0.08108,0.003299,-0.071413,-0.003872,0.012149,0.003258,0.00614,-0.071631,-0.003735,-0.02128,-0.029427,-0.01042,0.008965,0.019842,0.038292,-0.051048,-0.031269,-0.003814,0.02359,-0.038572,0.035711,0.03284,0.027988,-0.024995,-0.003346,0.012729,0.015401,0.087801,0.007846,0.081223,0.053357,0.102795,0.008354,0.054064,0.041305,-0.055945,-0.00633,0.095812,0.066418,-0.023271,0.056483,-0.015766,0.014897,0.002793,-0.008297,0.060674,-0.088438,0.052159,-0.115575,-0.015925,-0.00378,-0.012468,-0.008251,-0.033594,0.03875,0.079171,0.057298,-0.105498,0.0182,-0.013921,0.067237,0.106735,-0.001345,0.021248,-0.025322,-0.016123,0.126157,0.065167,0.014455,0.075803,0.107645,-0.018103,0.037939,0.033585,-0.046713,-0.004299,0.025631,-0.018743,-0.032515,0.052693,-0.015423,0.070646,0.023562,0.001874,0.018711,-0.013492,0.011978,-0.016684,-0.022308,-0.021485,-0.013475,-0.136109,0.012036,-0.039109,0.037598,0.060807,0.047687,-0.050768,-0.031604,-0.00483,0.021236,-0.02264,0.004877,0.017674,0.007448,-0.008397,0.056384,0.007238,-0.014604,-0.028476,-0.022872,-0.043699,0.01926,-0.006247,0.003156,-0.045284,0.017784,-0.01334,-0.003403,-0.067175,-0.06568,0.112543,-0.020673,0.089677,0.036784,0.082891,0.001624,0.022743,-0.033303,-0.004407,0.008048,-0.023297,0.023647,0.089631,-0.069061,-0.007361,-0.064839,-0.086877,-0.017481,Soluble
-0.05267,-0.017978,-0.053545,-0.028119,-0.035176,0.046143,-0.018169,0.042035,-0.048604,-0.027115,-0.100496,0.08593,-0.01346,0.013226,-0.003097,0.011176,-0.082345,-0.013306,-0.007465,0.008253,0.003788,-0.013211,-0.010319,0.035109,0.001241,-0.142359,0.035707,-0.036006,0.038823,-0.071788,-0.077018,0.004704,0.014742,0.045207,0.054855,-0.013842,-0.102608,-0.072657,0.061931,-0.078905,0.016059,0.063388,-0.053542,0.003553,-0.030878,-0.00894,-0.089068,0.018447,0.016471,0.01374,0.019593,-0.094062,-0.073831,-0.012789,0.008054,0.055228,0.001944,-0.000746,0.015416,-0.02364,0.02594,-0.005544,0.046292,0.050869,-0.032677,-0.026236,0.061409,0.042402,0.028663,0.015409,-0.00719,0.04512,-0.025431,0.077745,-0.006505,0.100879,-0.00486,-0.065248,0.022932,-0.010621,-0.067602,0.024618,-0.009691,0.028778,0.014138,-0.010132,0.017172,0.011375,0.049561,0.035558,-0.044148,-0.01531,-0.03813,-0.009666,0.073447,-0.027612,-0.008223,0.024474,0.025068,0.093098,0.073216,-0.039099,0.061948,-0.037808,0.021931,-0.012697,-0.007042,0.04017,-0.044741,-0.000725,0.127756,0.064512,-0.003749,0.011533,0.032774,-0.01853,0.011978,-0.031361,0.077334,0.007877,0.086162,-0.021881,-0.027564,0.061233,-0.058945,0.04535,0.028852,0.050099,0.01261,0.01432,0.040646,0.006353,0.0196,-0.014069,0.054117,-0.052661,0.012704,-0.031231,0.048796,0.073838,-0.001996,-0.094976,0.049555,0.073624,0.067138,-0.038772,0.065007,-0.007116,-0.031311,-0.015471,-0.024204,0.050251,0.0551,0.025346,0.025446,0.023241,-0.051887,0.068801,-0.047083,-0.063596,0.008904,-0.076394,0.032267,-0.080764,-0.057547,0.052073,0.018544,0.03556,0.025963,0.013105,0.029593,0.049995,-0.11027,-0.058667,0.011604,-0.035325,0.046213,0.108926,0.049671,-0.034606,-0.115071,-0.138069,-0.056417,Soluble
-0.056941,-0.06429,0.023009,-0.066014,-0.029534,-0.021158,-0.114618,-0.06246,-0.061726,-0.108106,-0.077776,0.082796,-0.111429,0.048496,0.014296,0.077707,0.018588,-0.025724,-0.050033,0.011098,-0.055228,0.068619,-0.101746,0.026103,0.084761,-0.109595,0.031912,-0.029965,0.044036,-0.029267,-0.039811,-0.027409,0.086913,0.037993,0.015689,-0.011728,-0.120446,-0.098566,0.105734,-0.055492,0.03272,0.030393,-0.052883,0.022435,-0.017978,0.009823,-0.05199,0.091513,0.033308,0.035119,0.07776,0.009463,-0.047924,0.074687,-0.059502,-0.022422,0.031951,-0.040731,-0.035864,-0.027009,0.019894,-0.024395,-0.035507,0.042839,0.04824,0.07132,-0.106328,0.055089,0.031502,0.038488,0.076114,-0.017048,-0.019983,0.047898,0.037264,0.126631,0.056559,-0.058263,-0.046492,-0.007013,-0.085644,-0.008597,0.045438,0.052315,0.01512,-0.053706,-0.032768,0.029079,0.009953,0.121726,-0.085123,-0.069604,-0.140544,-0.04741,0.020844,0.020367,-0.021944,0.010471,0.031253,0.045283,0.099571,-0.058525,0.076885,0.030759,-0.036993,0.100217,-0.024454,0.02326,-0.015942,0.122687,0.102746,0.130696,0.027744,0.037402,-0.04769,-0.014155,0.035106,0.057797,0.050239,0.107985,-0.014348,0.076545,-0.022774,0.001387,-0.029846,0.068742,-0.098092,0.037961,0.017122,-0.042869,-0.008217,0.076067,0.004846,-0.112671,0.001971,-0.112759,0.069431,-0.025204,0.093912,0.049015,-0.019426,-0.059424,-0.008935,0.040778,0.064777,-0.060669,-0.011466,-0.030821,0.004939,-0.037403,0.001269,0.100089,0.000359,0.031663,-0.020053,0.016777,0.064929,0.041759,-0.032833,-0.033766,0.084217,-0.027145,0.016944,-0.14047,-0.033027,0.059601,0.093665,-0.000466,0.019277,0.041985,0.002433,-0.019513,-0.089387,-0.108178,0.022624,0.043287,-0.004997,0.031473,0.030782,-0.034176,-0.203892,-0.161952,0.076667,Soluble
-0.016234,-0.065848,-0.007668,-0.121257,0.008445,-0.096452,0.029462,0.034085,-0.106652,0.035923,-0.064545,0.029866,0.069963,0.013202,-0.014728,0.067766,-0.079396,-0.011618,0.050399,0.051888,-0.034044,-0.003317,0.039755,0.040262,0.072999,-0.029231,0.154746,0.055624,0.238632,-0.037905,-0.102534,-0.025493,0.08863,-0.055803,-0.003671,-0.058985,0.121548,-0.051526,-0.097582,0.002327,-0.039649,0.118909,0.09942,0.054203,0.040989,0.118909,-0.065592,0.021111,0.082344,0.163458,0.078142,0.040852,0.082524,-0.100398,0.111461,-0.125213,-0.008561,0.061279,0.0631,-0.088954,-0.118631,0.016524,-0.010463,-0.034448,0.197536,0.064014,-0.035623,-0.000734,-0.031866,0.00569,0.123571,0.13952,-0.052472,0.095831,-0.094591,-0.034074,-0.010029,0.055357,-0.109099,-0.119896,-0.095341,0.092413,0.014422,0.007359,0.084114,-0.03572,-0.063767,-0.151386,0.006493,0.009903,-0.107608,-0.017613,-0.15274,-0.115734,-0.141958,0.084397,-0.075638,-0.029199,0.016013,-0.01419,0.039389,0.030992,0.024348,-0.068011,-0.001162,-0.017886,-0.031067,-0.008253,-0.081086,0.117557,0.070911,0.186155,0.04651,0.126994,0.10641,0.025546,0.031213,0.00565,-0.045377,0.099244,-0.023225,0.00488,0.022222,-0.004652,-0.049196,0.085763,-0.058157,0.003855,0.011166,0.038606,0.032637,0.096653,-0.0997,-0.144676,0.01567,0.039153,0.092183,-0.027652,0.067827,-0.025338,0.007752,-0.114856,0.082405,0.123651,0.025101,-0.10606,-0.01172,-0.101986,-0.081113,0.078781,0.09147,0.003659,-0.018407,0.025842,-0.004436,0.019635,-0.023812,0.086929,-0.00906,-0.13328,0.100918,-0.004448,-0.020792,0.04454,-0.041505,0.054185,-0.042522,0.05838,0.009888,-0.049557,0.017935,0.032139,-0.062949,0.034335,0.004786,-0.075705,-0.032457,0.238302,0.125098,0.021163,-0.098742,-0.129708,0.029267,Soluble
0.000429,-0.121007,-0.055631,0.095805,-0.063772,0.026624,-0.058089,0.031217,-0.127351,0.080232,-0.12957,0.056501,-0.021733,-0.028777,0.04469,0.042358,0.052068,0.004733,0.009628,0.019816,-0.085325,0.042491,0.015639,0.102582,-0.048951,-0.089499,0.039909,0.071139,0.212006,0.048615,-0.049228,-0.088853,0.019833,-0.100885,0.085264,-0.012367,-0.054984,-0.00543,-0.022646,-0.06944,0.048744,-0.039607,-0.022905,-0.094745,0.032489,0.015673,0.066107,0.02618,0.042077,-0.081784,-0.043979,-0.056609,0.112948,0.025031,0.055738,0.04171,-0.092481,-0.006514,-0.053163,0.081844,-0.049989,-0.111178,-0.040109,-0.032922,0.141848,-0.048152,-0.039118,0.091915,0.022164,0.005803,0.075732,0.110268,-0.081171,0.009682,-0.060526,0.091467,-0.051272,-0.108455,0.021428,-0.044038,-0.110861,0.088769,-0.068793,0.012064,0.066099,-0.062389,-0.021588,-0.054093,0.059631,0.036564,-0.206598,0.012682,-0.095848,0.002337,0.028716,0.006981,-0.023223,-0.096516,0.053906,0.049465,0.034855,0.017822,0.179334,0.028331,-0.027253,0.026953,-0.056747,-0.009337,-0.074632,0.117454,0.129845,0.082554,0.073291,-0.021154,0.005293,0.05452,-0.007783,-0.002245,-0.005183,0.053571,0.045415,-0.031741,-0.035591,0.008432,0.016878,0.044443,-0.00746,-0.079892,0.057229,-0.030973,0.051365,0.044363,-0.061084,0.039185,-0.005556,0.088118,0.039625,-0.060691,0.016957,-0.003174,0.023723,-0.1129,-0.00727,0.148024,-0.079086,-0.039318,0.023484,-0.140118,-0.052646,0.035577,-0.032742,0.010774,-0.000753,0.011804,0.002119,0.002935,0.021165,-0.003925,0.086675,-0.048058,0.132222,-0.008113,-0.005105,-0.044103,0.008698,-0.018562,0.082649,0.050135,0.024421,0.008908,-0.023168,-0.06139,-0.063191,0.03903,-0.033192,0.147362,-0.020977,0.093876,0.036501,-0.082444,-0.089098,-0.042428,0.029849,Soluble
-0.047902,-0.012311,0.073402,0.007003,0.010019,-0.05071,-0.011465,-0.041678,-0.065552,0.048491,0.01748,0.024729,-0.138427,0.128752,-0.030491,-0.039209,-0.044029,-0.066015,-0.070206,-0.036833,0.068443,-0.022297,-0.056589,-0.005754,-0.042916,0.00402,-0.037618,-0.080009,0.072216,-0.024788,-0.101757,-0.078634,0.116426,0.088104,0.110089,-0.052963,0.122914,0.006234,0.054576,-0.03488,0.073836,0.018857,-0.104981,0.010976,0.034156,-0.036199,-0.192612,-0.047296,0.027512,0.058502,-0.033035,-0.140434,0.020136,-0.038521,-0.090328,0.015255,0.069109,-0.082207,-0.020104,0.036033,0.003459,0.130622,-0.008672,-0.071666,-0.087497,0.198541,-0.123137,0.006823,0.114755,-0.04397,0.081052,-0.041028,0.163036,0.06026,0.083504,0.065554,0.117764,0.038466,0.037202,-0.156704,-0.043431,-0.111985,-0.022886,0.050208,-0.056762,0.027322,-0.17906,-0.098019,-0.04789,0.014843,0.053632,-0.055641,-0.131942,0.020105,-0.111034,-0.011121,-0.060794,0.076638,0.064741,0.016556,0.067067,-0.00823,0.090145,0.069243,-0.018763,-0.015395,-0.080197,-0.054165,-0.180564,0.054532,0.19178,0.016961,-0.076853,-0.011025,0.009192,-0.036996,-0.026023,-0.016453,-0.043633,0.053077,-0.04938,0.005704,0.115913,0.167449,-0.138429,0.027611,-0.082629,0.06416,0.087697,0.115404,0.008331,-0.032883,0.073467,-0.101761,-0.000924,-0.0399,0.023312,-0.031191,0.085969,-0.007626,0.184592,-0.063486,-0.048757,0.094791,0.021436,-0.023211,-0.047465,-0.096625,-0.037673,0.05666,0.029192,0.008615,0.022783,-0.034579,0.006496,-0.062636,0.14121,-0.108451,0.039748,0.056904,0.003874,0.018392,0.130136,-0.027265,-0.047058,0.029259,0.134207,0.077399,0.008745,0.087606,0.203259,0.125065,0.024386,-0.168199,-0.0702,0.034999,-0.03174,0.157699,0.022716,0.035747,-0.085957,-0.101455,0.062504,Soluble
0.047341,-0.079271,0.036286,0.004297,-0.017587,-0.005221,0.01013,-0.05176,-0.021855,0.001076,-0.020812,0.038076,-0.0466,0.013679,-0.058002,0.051147,-0.030868,-0.056492,0.010187,0.011639,-0.061786,-0.013028,-0.080555,-0.012441,-0.002391,-0.049781,0.015461,-0.078995,0.063407,-0.053078,-0.038308,-0.0052,0.00785,0.018205,-0.046771,0.025552,-0.030184,0.043843,-0.011071,-0.025764,0.016732,0.071442,0.013311,0.058816,-0.016272,0.029706,-0.026432,-0.04256,-0.022895,0.018787,0.014582,-0.066669,0.012859,-0.032009,-0.011585,-0.009684,-0.031087,0.0208,0.02271,-0.067209,-0.095956,-0.034011,-0.007352,-0.11047,-0.023951,-0.01911,0.053964,0.000374,-0.049036,-0.008863,0.04782,0.074861,-0.038321,0.094684,0.075654,0.067509,-0.04925,0.059648,-0.007723,-0.075961,0.025175,0.075107,0.071999,-0.053256,0.022419,-0.046541,-0.005761,0.032879,-0.057736,0.061683,-0.047751,0.058758,-0.085995,-0.010598,-0.043705,-0.017184,-0.040555,-0.000145,0.008467,0.053914,0.035073,-0.08356,0.013925,-0.030462,0.031009,0.032538,-0.006478,0.010356,-0.047439,0.003008,0.113204,0.099121,0.040953,0.057405,0.091833,-0.001061,0.048361,-0.001034,0.027315,-0.00513,0.011005,-0.021829,-0.014334,0.057147,-0.033022,0.02409,0.07365,0.008179,-0.016177,0.030284,0.014951,0.065231,0.016489,0.050326,-0.027223,-0.08139,0.009754,-0.001166,0.019693,0.03983,0.042125,-0.042371,-0.039019,-0.035977,0.008136,-0.017166,-0.030121,0.028217,0.012159,-0.043152,-0.006588,0.031658,0.012009,0.030965,-0.041408,-0.04531,0.017122,0.005171,0.014969,-0.013756,0.025957,-0.042251,-0.021242,-0.049147,-0.026596,0.095602,-0.021419,0.070127,0.060998,0.056716,0.015476,0.025568,0.01082,-0.013865,-0.055338,-0.049199,0.017163,0.033001,-0.003076,0.054007,-0.026743,-0.100261,-0.033014,Soluble
-0.002569,-0.080007,0.050782,-0.052208,-0.015752,-0.008094,-0.032801,0.011902,-0.052951,0.024001,-0.05961,0.028063,-0.01456,-0.028511,-0.009097,0.040654,-0.01761,-0.082469,-0.010583,-0.014201,0.032912,0.04421,-0.049968,-0.009227,0.032576,-0.075534,0.052647,-0.025142,0.068744,-0.009323,-0.069008,0.006156,0.040259,-0.058648,0.070264,-0.040459,-0.043553,-0.043337,0.037067,-0.026372,0.017423,-0.01223,-0.036331,0.009944,0.045,0.00658,-0.085512,-0.006686,0.038054,0.012164,-0.066578,-0.086273,-0.015845,-0.06991,0.025777,-0.00553,0.002307,0.024083,0.01042,0.035953,-0.018842,-0.005222,0.00506,-0.020051,0.057711,-0.013103,0.024073,-0.035674,0.000067,0.060471,0.034555,0.106497,0.06029,0.050409,0.047592,0.085407,0.010367,0.008894,0.030614,-0.024328,-0.023201,0.066752,-0.029161,0.008253,0.023311,0.019951,0.022642,0.011698,0.050734,0.061081,-0.088701,0.002052,-0.058774,-0.06164,0.000203,-0.01903,-0.003435,0.008931,0.039648,0.053801,0.024687,-0.035199,0.022424,-0.037718,0.046006,0.090891,-0.010245,-0.016617,-0.063863,0.022207,0.118891,0.054204,-0.015447,0.056899,0.074924,-0.011896,0.053467,0.021446,-0.023864,0.002154,0.022519,-0.002631,-0.068492,0.000707,-0.007831,0.009425,0.034718,-0.031763,-0.025818,0.020821,-0.011401,0.014579,-0.01996,-0.001955,0.056787,-0.150418,-0.017605,-0.044054,0.074569,0.07002,0.042456,-0.037811,-0.006568,0.046878,0.02013,-0.026072,0.010647,0.008661,-0.012844,0.018835,-0.007805,-0.013152,0.020033,-0.00014,-0.010055,-0.061295,0.015825,-0.010351,-0.01858,-0.017417,0.008142,-0.011622,0.046759,-0.024854,-0.034344,0.061497,0.020168,0.03379,0.048632,0.103363,0.004352,0.022072,-0.021943,-0.011897,-0.026745,0.005292,-0.003413,0.133957,-0.07058,0.016368,-0.058796,-0.087478,0.007306,Soluble
-0.043298,-0.066287,-0.024436,-0.060449,-0.03032,0.013635,-0.018482,0.001758,-0.031071,0.028758,-0.077916,0.045058,0.019306,-0.006629,0.028027,0.023345,-0.028498,-0.006145,0.012772,-0.027369,-0.041042,0.01836,-0.039131,0.039124,-0.01939,-0.103352,0.036634,-0.060529,0.04072,-0.044324,-0.080516,0.019798,0.033122,0.03897,-0.070151,-0.027402,-0.082997,-0.057816,0.064209,-0.100515,0.016773,0.069264,-0.067966,0.014083,-0.04641,-0.001186,-0.075625,0.002339,0.038012,0.00708,0.061282,-0.110492,-0.055126,-0.015447,-0.022679,0.018937,0.015479,-0.012047,0.022465,-0.04602,-0.056349,-0.007237,0.029332,-0.049147,-0.028325,0.003564,0.037964,0.016898,0.008863,-0.015517,0.009815,0.052933,-0.022546,0.051417,0.025022,0.089581,0.001639,-0.044108,-0.027797,-0.083181,-0.039325,0.06065,0.018615,-0.001721,0.012672,-0.018694,-0.016559,-0.008052,0.010874,-0.011679,-0.040832,0.000679,-0.046626,-0.034953,0.063548,-0.007801,-0.001077,0.037041,0.017417,0.043182,0.081279,-0.036527,0.043064,0.003895,0.015945,0.046123,-0.009041,0.05947,-0.006306,0.006442,0.107291,0.041057,0.029753,0.048411,0.051767,0.002238,0.002191,0.005669,0.027611,0.064773,0.015254,-0.006068,-0.041075,0.065253,-0.049429,0.03051,0.00347,0.037299,-0.03315,0.005052,0.023252,0.012426,-0.001815,-0.044074,0.024914,-0.073353,0.010989,-0.039502,0.053125,0.025041,-0.001068,-0.030336,0.038176,-0.021168,0.038417,-0.013738,0.042518,0.0018,-0.004969,-0.017262,0.000153,0.031217,0.076339,0.027476,0.024816,0.033286,-0.044066,0.009419,-0.032705,-0.027536,0.052889,-0.032314,0.029116,-0.050213,-0.040131,0.067283,0.010965,0.007821,0.03188,0.029452,-0.009698,0.019645,-0.083785,-0.092088,-0.006123,-0.024849,0.018936,0.105145,0.058264,0.011616,-0.147982,-0.116496,-0.03409,Soluble
-0.022012,-0.061896,0.065976,-0.018611,0.010268,-0.038052,-0.019079,0.019249,-0.030046,0.001869,-0.073345,0.057397,-0.033952,0.023962,0.003706,0.048741,0.06632,-0.11087,0.02164,0.020108,0.016706,0.039786,-0.041954,-0.015032,-0.005505,-0.085395,0.016594,0.010677,0.056556,-0.033878,-0.04524,-0.035725,0.011089,-0.084636,0.060066,-0.015581,-0.019647,-0.004944,0.058468,-0.020072,0.028901,0.015526,-0.017111,0.040863,0.033022,0.051459,-0.069659,-0.00603,0.015597,0.007958,-0.046466,-0.089828,0.007112,-0.089255,0.02596,0.004372,-0.001455,0.043377,0.017884,0.035507,-0.041541,-0.070869,-0.04416,-0.074637,0.034852,-0.024538,0.023485,-0.022802,0.023381,-0.003985,0.023784,0.105589,0.044071,0.021009,0.036569,0.062452,-0.020338,0.018479,-0.006844,-0.046241,-0.008615,0.084048,-0.000372,-0.037458,-0.02713,-0.016747,-0.018405,0.064148,-0.003579,0.044432,-0.064545,-0.005591,-0.034651,-0.061006,-0.03884,-0.017707,-0.025231,0.068389,-0.011238,0.060058,-0.010535,-0.018588,-0.050008,-0.040902,0.005796,0.024027,0.000189,-0.07375,-0.037713,0.06886,0.105015,0.064931,0.01362,0.037865,0.041383,0.007276,0.099892,-0.004407,-0.042567,0.018564,0.03827,-0.024687,-0.049876,0.004842,0.03106,-0.003003,0.032657,-0.021363,0.005459,0.00542,0.019035,0.018268,-0.007533,0.026184,-0.000672,-0.117651,-0.000725,-0.006688,0.082837,0.035592,0.028727,-0.004418,-0.023506,0.018287,0.02064,-0.039233,-0.036732,-0.013509,-0.035815,0.003024,-0.001902,-0.033726,0.030236,-0.028509,-0.019102,-0.037868,0.068047,0.016337,0.004557,-0.0101,-0.046761,-0.00266,0.061409,-0.067025,-0.043586,0.03688,0.035019,0.057797,0.058331,0.098418,-0.055984,0.04457,-0.007564,-0.001615,-0.035767,0.003956,-0.000323,0.106422,-0.00917,0.068672,-0.033938,-0.081143,-0.00819,Soluble
